Filename,UnifiedQualityScore,BackgroundUniformity,IlluminationUniformity,LuminanceMean,LuminanceVariance,UnderExposurePrevention,OverExposurePrevention,DynamicRange,Sharpness,CompressionArtifacts,NaturalColour,SingleFacePresent,EyesOpen,MouthClosed,EyesVisible,MouthOcclusionPrevention,FaceOcclusionPrevention,InterEyeDistance,HeadSize,LeftwardCropOfTheFaceImage,RightwardCropOfTheFaceImage,MarginAboveOfTheFaceImage,MarginBelowOfTheFaceImage,HeadPoseYaw,HeadPosePitch,HeadPoseRoll,ExpressionNeutrality,NoHeadCoverings,UnifiedQualityScore.scalar,BackgroundUniformity.scalar,IlluminationUniformity.scalar,LuminanceMean.scalar,LuminanceVariance.scalar,UnderExposurePrevention.scalar,OverExposurePrevention.scalar,DynamicRange.scalar,Sharpness.scalar,CompressionArtifacts.scalar,NaturalColour.scalar,SingleFacePresent.scalar,EyesOpen.scalar,MouthClosed.scalar,EyesVisible.scalar,MouthOcclusionPrevention.scalar,FaceOcclusionPrevention.scalar,InterEyeDistance.scalar,HeadSize.scalar,LeftwardCropOfTheFaceImage.scalar,RightwardCropOfTheFaceImage.scalar,MarginAboveOfTheFaceImage.scalar,MarginBelowOfTheFaceImage.scalar,HeadPoseYaw.scalar,HeadPosePitch.scalar,HeadPoseRoll.scalar,ExpressionNeutrality.scalar,NoHeadCoverings.scalar,assessment_time_in_ms,ic1,ic2,ic3,ic4,ic5,ic6,ic7,ic8,ic9,ic10,ica_quality_score_0_100
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000015.jpg,23.549061,87.043024,0.660239,0.302228,0.017535,0.073698,0.0,6.997711,-24,0.911034,0.0,0.0,0.041001,0.054695,0.0,0.0,0.004606,67.575779,0.208185,3.245959,3.705432,1.361358,3.442071,3.228752,-0.550149,13.188191,-8967.146484,0.0,55,60,88,89,100,100,100,87,36,100,100,100,89,92,100,100,100,47,2,100,100,40,100,100,100,95,31,100,330,-2.314184718856233,0.3352792004736187,-1.0755738933456986,0.2483202642299071,0.2944691616684704,0.1997099702966403,0.20314917168013572,0.6110213640412876,0.25854525622304414,-0.3013067321681443,88.1446189302314
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000016.jpg,27.095253,4.197196,0.042388,0.272929,0.014931,0.079553,0.0,6.901974,46,0.895208,0.0,0.049057,0.066358,0.005537,0.0,0.0,0.010648,98.584688,0.280434,2.285595,2.765162,1.315936,2.259856,-6.215913,3.577683,-0.094797,-8353.023438,0.0,83,98,39,81,100,100,100,86,100,100,100,95,99,96,100,100,99,81,7,100,100,30,99,99,100,100,34,100,308,0.727775002772552,0.5003315894866602,-0.3577605878730663,-0.0519954147051111,0.2918690507062196,0.2360854497171605,0.66865300254874,0.8934328506553555,0.2777312652527186,-0.7131169640085507,95.12328481222268
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000017.jpg,24.164209,58.065319,0.785306,0.267662,0.015461,0.068034,0.0,6.812607,49,0.858731,0.0,0.0,0.085695,0.126662,0.0,0.0,0.029547,27.249237,0.165598,3.19396,5.199469,1.977305,4.122891,-8.836285,10.493462,13.965231,-14367.5,0.0,61,73,93,79,100,100,100,85,100,100,100,100,100,77,100,100,97,11,1,100,100,100,100,98,97,94,13,100,292,0.14123515839835143,0.5173878729286912,-1.6190538752574992,0.13286942434902455,0.2858306067713395,0.26864989980704174,-0.7276452461440741,0.2643576471244054,0.2265570505035969,0.08873024468804705,90.09114852288714
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000018.jpg,26.22377,80.055914,0.814815,0.364239,0.014214,0.022986,0.0,6.901824,46,0.912204,0.0,0.0,0.063881,0.07914,0.0,0.0,0.023553,83.22931,0.212723,3.412781,3.148411,1.487386,3.212122,-1.001946,0.786048,-4.482468,-14366.56445,0.0,78,63,94,96,99,100,100,86,100,100,100,100,99,88,100,100,98,66,2,100,100,71,100,100,100,99,13,100,334,-0.05520992217786152,0.13527283081259217,-1.0331726310502738,0.026494701791341273,0.34502275515082104,0.19384810203351646,0.11295290502055076,0.2623609699294991,0.4904060569942208,0.15431635031268714,91.92271722660828
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000019.jpg,19.844269,63.258777,0.239669,0.379496,0.03477,0.072182,0.0,7.498833,15,0.904435,0.0,0.0,0.092776,0.061056,0.0,0.0,0.023944,51.075921,0.111203,6.292908,5.881222,1.915524,7.132013,2.915664,9.057208,0.209069,9787.647461,0.0,23,70,65,97,85,100,100,94,91,100,100,100,100,91,100,100,98,28,0,100,100,99,100,100,98,100,95,100,336,-0.2688137150835282,-0.43989725527323215,-1.605729158998673,0.21747769430651212,0.22410394812207687,0.23892718838141555,0.42144404532489593,0.4822015129864535,0.4122661980291913,-0.1447800396143069,90.01861008936429
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000020.jpg,22.112278,5.663542,0.525463,0.328289,0.033398,0.150125,0.0,7.41944,29,0.908332,0.0,0.0,0.059181,0.081092,0.0,0.0,0.004991,82.234677,0.369384,2.858213,3.028489,1.043824,1.663385,-1.110951,-22.790173,-6.266569,-13293.30371,0.0,42,97,82,93,87,100,100,93,97,100,100,100,98,88,100,100,100,65,33,100,100,3,20,100,85,99,16,100,289,0.8784697668168417,-0.277761322525828,0.3855895449218429,0.43587314500246543,0.2532348746934374,0.3038439111504323,0.09132908544644469,1.0854847197480944,0.35436755689237126,-0.7908844572419522,95.5519626868718
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000021.jpg,27.858307,67.82696,0.146006,0.196558,0.016229,0.310132,0.0,6.766444,47,0.866,5.057583,0.0,0.057563,0.129575,0.0,0.0,0.009178,42.244126,0.308159,5.048584,5.427821,1.1126,2.132482,-2.899456,6.580805,5.25883,-15173.00879,0.016952,87,68,56,48,100,100,100,85,100,100,75,100,98,76,100,100,99,20,11,100,100,5,97,100,99,99,12,92,314,0.6291794171241045,0.8074335267062828,-0.7126933969479085,0.231001464378501,0.07822759120900845,-1.241621550708901,-1.0810202729046094,0.18745286960660257,0.03240159436482532,0.5599922328837369,89.93715426474087
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000022.jpg,25.437828,32.765441,0.550173,0.307235,0.013007,0.044569,0.0,6.86658,50,0.874022,0.0,0.0,0.100348,0.086673,0.002917,0.0,0.088471,38.804287,0.288442,5.25371,5.046668,1.294897,2.196959,-5.284455,0.032727,10.968004,3898.908203,0.0,72,84,84,90,98,100,100,86,100,100,100,100,100,87,100,100,91,17,8,100,100,26,98,99,100,96,86,100,318,0.5814040654134356,0.2662446276060998,-0.8892361705973741,0.22672645519114282,0.27694824939964996,0.23391000201726045,-0.23662213243214647,0.32576426055841545,0.33128250281355787,-0.4594705609355866,91.96559374646793
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000023.jpg,28.023624,88.252544,0.677686,0.281937,0.006476,0.023318,0.0,6.338024,46,0.911673,0.805508,0.0,0.06089,0.054091,0.0,0.0,0.006917,80.902926,0.256651,3.825866,2.397377,1.381998,2.527082,5.687499,9.298524,5.652901,-12724.00195,0.0,87,60,89,84,77,100,100,79,100,100,96,100,98,92,100,100,99,63,4,100,100,46,100,99,97,99,18,100,262,0.1468053151603494,-0.13126254161139994,-0.8415707234577722,0.09881939726994482,0.3127604597656129,-0.029634082330005303,0.3696106937641107,0.23346551409603927,-0.512645825844414,0.4366034679023395,90.96754328109834
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000024.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1.9371297482945622,-3.948325532502922,0.37101898691542623,-19.304769738846637,-1.2669100882260294,-6.822795810731285,-7.9575982204397775,-0.35040122012834346,-4.884460093322301,-6.1330069751714635,0.0
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000025.jpg,25.828608,69.799871,0.176309,0.178932,0.030575,0.466534,0.0,6.846616,40,0.889319,0.0,0.361873,0.06159,0.007827,0.0,0.0,0.008585,70.177839,0.124775,5.397827,6.314439,1.440095,6.574348,-11.653124,0.648873,8.401113,13808.84473,0.0,75,67,59,40,89,100,100,86,99,100,100,64,98,96,100,100,99,50,0,100,100,60,100,96,100,98,98,100,306,0.7765340100324786,1.0230512624471533,-0.7263397881364293,-2.775145822778965,0.4452078352299918,0.8267144168544243,1.4270456025087774,0.7552986770584749,0.17664811050782364,0.44848807432096155,94.9572277691098
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000026.jpg,22.338512,200.115816,0.128086,0.193197,0.011008,0.219591,0.0,6.643143,35,0.898272,0.0,0.0,0.097821,0.0,0.0,0.0,0.021409,38.325652,0.209557,3.402255,3.349913,1.677516,3.094446,-4.453284,6.816632,-5.299375,12788.54981,0.0,44,25,54,47,95,100,100,83,98,100,100,100,100,97,100,100,98,17,2,100,100,94,100,99,99,99,97,100,324,-0.5675898203006505,0.5747027038939245,-1.61244609073677,-0.354912068862661,0.2651689967161809,0.16151189005231492,0.6467242929786328,-0.6918609019425563,-0.2502822235390206,1.385817950832618,90.05274954226962
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000027.jpg,21.948738,10.323401,0.484912,0.434729,0.036996,0.063263,0.000718,7.435851,47,0.873801,0.0,0.0,0.086767,0.131511,0.0,0.0,0.021767,37.376138,0.215177,4.599776,3.427859,1.506744,3.174401,24.047836,16.473267,-9.971891,-13207.9541,0.0,40,95,80,99,83,100,93,93,100,100,100,100,100,76,100,100,98,16,2,100,100,74,100,83,92,97,16,100,287,0.6688069251985161,-0.7297914097259078,-1.3898849532067803,0.4952394290559666,0.2525770225492606,0.33241536128757593,-0.7587744238328972,0.9085072217589654,0.2754285172751299,-0.5549764441651835,89.95314007121232
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000028.jpg,17.874321,65.454952,0.582857,0.408488,0.037533,0.042362,0.0,7.434757,43,0.888685,0.0,0.0,0.083329,0.131904,0.0,0.0,0.064329,70.179089,0.119388,3.462607,4.702305,1.007955,7.402684,0.263959,14.777803,2.561698,-14035.88184,0.002589,12,69,85,98,82,100,100,93,99,100,100,100,100,76,100,100,94,50,0,100,100,2,100,100,93,100,14,99,308,0.3883099528934365,-0.6003295835291413,-0.6837925853662705,0.33883216788356346,0.3424768623727481,0.3522676586596942,-0.8912619121596443,0.39263823363890554,0.45683342845417035,0.04032734247897475,91.06030620444602
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000029.jpg,25.857676,129.200356,0.681327,0.408952,0.015692,0.014182,0.0,7.005892,46,0.922517,0.0,0.0,0.096966,0.087887,0.0,0.0,0.010017,59.158126,0.209805,3.359312,3.240548,1.390316,3.403876,4.914411,-0.709739,12.976778,-5290.925781,0.0,75,44,89,98,100,100,100,88,100,100,100,100,100,87,100,100,99,37,2,100,100,48,100,99,100,95,49,100,338,-0.19370030730944737,0.0023391908038554194,-1.1363327649681623,-0.1521999504948589,0.3711212882198451,0.22703926087776122,-0.10819769662578839,0.004459863876753431,0.6613708486000457,0.7191758524674174,91.51025341741402
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000030.jpg,27.971113,51.183328,0.090909,0.329599,0.034524,0.138115,0.0,7.486662,25,0.934072,3.320176,0.0,0.078194,0.004722,0.0,0.0,0.01372,121.095353,0.163018,3.453801,6.197799,1.798506,4.349544,17.446111,11.240024,-7.477114,14319.16504,0.0,87,76,49,93,85,100,100,94,96,100,84,100,100,96,100,100,99,93,1,100,100,98,100,91,96,98,98,100,311,-0.06905726277218863,-0.41905411009177546,-1.0914643245644784,0.31540990344279696,0.285503788498288,-0.8122907809285004,0.9728538803118053,0.6124509639307949,0.47963924734065727,-0.2835551791455132,90.80668048169089
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000031.jpg,22.306826,184.666865,0.0891,0.239641,0.008044,0.050973,0.0,6.509848,46,0.920479,0.0,0.0,0.055813,0.084634,0.0,0.0,0.004444,114.021253,0.426019,2.350515,2.824127,1.126711,1.220603,-0.462209,6.297406,1.269759,-13027.8252,0.0,43,28,48,69,85,100,100,81,100,100,100,100,97,87,100,100,100,90,76,100,100,6,0,100,99,100,17,100,304,0.09808128602347972,0.023889392650805565,0.9258089994607048,-0.2707299228922552,0.4161873960253924,0.305206416280327,0.10519158707984776,-0.20046185480283463,-0.17930349528218978,1.1948115900276537,95.02882840239626
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000032.jpg,26.596403,32.688577,0.458897,0.252817,0.029528,0.223833,0.0,7.248413,25,0.871223,3.989227,0.0,0.074244,0.084052,0.0,0.0,0.01197,58.130454,0.318845,4.614521,4.993325,1.318583,1.830899,2.44498,4.571772,2.53906,-4138.682129,0.0,80,84,79,74,91,100,100,91,96,100,80,100,100,87,100,100,99,36,14,100,100,31,58,100,99,100,54,100,344,0.5792564791783031,0.13418562367135262,-0.5054335279942113,0.3543468211891198,0.27509210743322315,-0.960057187841732,-0.03155381825430697,0.6677309377008678,0.24481804518727882,-0.2449233984781913,91.71609971550164
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000033.jpg,28.578291,58.48487,0.281633,0.319477,0.014377,0.029856,0.0,6.933446,38,0.893938,0.0,0.0,0.058911,0.014172,0.0,0.0,0.009632,40.117075,0.269327,3.938937,3.290758,1.384443,2.354981,-0.880062,6.724794,-3.03656,-5921.213379,0.0,90,72,68,92,99,100,100,87,99,100,100,100,98,96,100,100,99,18,5,100,100,46,100,100,99,100,45,100,315,0.25793827715444606,0.20072126818141212,-1.117939929134753,0.056203997148203316,0.24456787056861964,0.17837698046968017,0.4563097137484773,0.40144676867322493,0.3525928956663085,-0.04311187505042063,92.53965513339286
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000034.jpg,26.193098,13.565514,0.480104,0.211157,0.017851,0.2123,0.0,6.924361,47,0.824063,5.366767,0.0,0.090252,0.0,0.040938,0.0,0.051385,34.208288,0.089076,7.264706,6.176471,1.66641,9.559932,6.325932,6.029749,-2.248,12803.4502,0.0,77,93,80,56,100,100,100,87,100,100,74,100,100,97,96,100,95,14,0,100,100,93,100,99,99,100,97,100,277,0.5855834949623805,0.7851431641772927,-1.4658172075879219,0.33228873766476236,0.17663713403265965,-1.465346399899279,0.696111050794655,0.2668829145754705,0.05498781467841788,-0.4840906173850802,89.9232904136828
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000035.jpg,23.013277,46.722864,0.761574,0.431583,0.056574,0.086273,9.9e-05,7.783105,47,0.884821,0.0,0.0,0.105252,0.071022,0.0,0.0,0.005482,51.436657,0.089051,8.10971,6.670577,2.470507,8.75907,-1.465128,11.269042,-13.139916,13337.28516,0.0,50,78,92,99,66,100,99,97,100,100,100,100,100,90,100,100,99,28,0,100,100,100,100,100,96,95,98,100,339,0.27501020225648615,-1.1291725489934121,-1.6170298483394094,0.40225104824592095,0.18357025819339973,0.2967373772341439,0.4641435336664948,0.6985758866040384,0.08447118016021639,-0.212053041357719,89.86091041333614
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000036.jpg,19.199821,53.509069,0.0,0.216519,0.00934,0.095571,0.0,6.594519,47,0.885241,0.0,0.0,0.041344,0.013699,0.055242,0.001953,0.027332,51.640836,0.117736,5.938055,9.03006,1.667578,6.877037,-56.555849,18.153307,1.267958,-3844.777588,0.0,19,75,0,58,90,100,100,82,100,100,100,100,89,96,94,100,97,29,0,100,100,94,100,30,90,100,56,100,308,0.2477156691039073,0.51997838282591,-1.3938634951819044,0.16134099639709734,0.17703210069304506,0.15819704871004303,0.6462004538048175,-0.017488506190570893,-0.43615121970086934,0.017664354472426737,90.96349910531865
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000037.jpg,24.723993,14.687187,0.456667,0.179434,0.008957,0.242982,0.0,6.534521,41,0.871223,5.555089,0.0,0.099495,0.068983,0.0,0.0,0.00058,56.722644,0.291207,3.979204,2.659468,1.607766,1.843049,28.156925,11.118466,-3.687519,-1096.10498,0.327372,66,93,79,40,89,100,100,82,99,100,73,100,100,90,100,100,100,34,8,100,100,89,61,78,96,100,69,8,307,0.7617458892127003,0.804497255082351,-1.1982712259830912,0.3352530234705031,-3.244083244169277,-1.4713670295416519,0.1986799699029418,0.6361019958432469,-0.3412523157009122,-0.2858129955846116,84.20816322366291
