Filename,UnifiedQualityScore,BackgroundUniformity,IlluminationUniformity,LuminanceMean,LuminanceVariance,UnderExposurePrevention,OverExposurePrevention,DynamicRange,Sharpness,CompressionArtifacts,NaturalColour,SingleFacePresent,EyesOpen,MouthClosed,EyesVisible,MouthOcclusionPrevention,FaceOcclusionPrevention,InterEyeDistance,HeadSize,LeftwardCropOfTheFaceImage,RightwardCropOfTheFaceImage,MarginAboveOfTheFaceImage,MarginBelowOfTheFaceImage,HeadPoseYaw,HeadPosePitch,HeadPoseRoll,ExpressionNeutrality,NoHeadCoverings,UnifiedQualityScore.scalar,BackgroundUniformity.scalar,IlluminationUniformity.scalar,LuminanceMean.scalar,LuminanceVariance.scalar,UnderExposurePrevention.scalar,OverExposurePrevention.scalar,DynamicRange.scalar,Sharpness.scalar,CompressionArtifacts.scalar,NaturalColour.scalar,SingleFacePresent.scalar,EyesOpen.scalar,MouthClosed.scalar,EyesVisible.scalar,MouthOcclusionPrevention.scalar,FaceOcclusionPrevention.scalar,InterEyeDistance.scalar,HeadSize.scalar,LeftwardCropOfTheFaceImage.scalar,RightwardCropOfTheFaceImage.scalar,MarginAboveOfTheFaceImage.scalar,MarginBelowOfTheFaceImage.scalar,HeadPoseYaw.scalar,HeadPosePitch.scalar,HeadPoseRoll.scalar,ExpressionNeutrality.scalar,NoHeadCoverings.scalar,assessment_time_in_ms,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10,pc11,pc12,pc13,pc14,pc15,pc16,quality_score_0_100
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000011.jpg,19.570745,52.102459,0.0,0.236753,0.030627,0.290199,0.0,6.988249,19,0.90415,0.0,0.0,0.11592,0.13923,0.001758,0.0,0.036763,48.140647,0.136486,5.264705,5.893952,1.552827,5.783364,7.967059,14.161532,8.724995,-8725.879883,0.0,21,75,0,68,89,100,100,87,93,100,100,100,100,73,100,100,96,25,0,100,100,82,100,98,94,98,32,100,290,0.7561921786479988,-2.485765332206057,-0.03189169753751516,0.05790477210813614,-0.009499895323028912,-0.7558121459974371,-0.28743760625664866,-0.7000070139978846,-0.8198535874920471,-0.4374829011956034,0.19160248226429946,-0.42312698746986865,0.07104788992514646,-0.4110547664187619,-0.16223402697048828,0.18776720916871725,77.77793989509809
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000012.jpg,28.788509,3.505807,0.352617,0.252209,0.015989,0.141341,0.0,6.945426,49,0.883081,3.221132,0.0,0.072282,0.101803,0.0,0.0,0.006836,37.662326,0.26818,4.567624,3.770945,1.30339,2.447477,-1.021478,2.858749,-9.51129,-16631.60156,0.0,90,98,73,74,100,100,100,87,100,100,84,100,99,84,100,100,99,17,5,100,100,28,100,100,100,97,9,100,331,1.54687850613518,-1.6641233585096893,0.7155805303019008,0.1957693350121896,1.2962250709040584,0.38984401798809637,-1.0437232556919316,-0.20650697735439305,0.49021733064103973,0.30332058966316644,0.599710139535778,0.8538890916210775,0.13913653855217475,0.44227708306685737,0.49228871472094504,-0.8679984784920832,89.01332420917076
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000013.jpg,31.33326,83.522347,0.252595,0.199393,0.023351,0.330558,0.0,6.966108,28,0.939014,0.0,0.0,0.058123,0.079263,0.0,0.0,0.00098,97.985206,0.354154,2.681617,2.599422,1.446143,1.378355,6.63297,12.934553,3.778688,-11308.50684,0.0,96,62,66,50,97,100,100,87,96,100,100,100,98,88,100,100,100,80,26,100,100,61,1,99,95,100,22,100,304,1.0052461991878878,0.34888889924733724,0.9811449239630735,-0.1300602542904247,0.7864282303662947,0.7968161673678772,0.3049399984350535,0.16973130427603805,0.03452989351302875,0.16480045710895772,0.01196226429287505,0.619096070360155,0.4667690567273162,-0.0753858231575788,0.10796942537788372,1.1436462967428356,94.1100630731192
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000014.jpg,28.132841,56.236105,0.69213,0.19372,0.011146,0.211543,0.0,6.706907,50,0.901952,3.064156,0.0,0.095367,0.006702,0.0,0.0,0.009237,93.740703,0.251203,2.982433,2.625838,1.662036,2.318808,9.173066,18.892552,-8.544408,-7178.443848,0.0,88,73,90,47,95,100,100,84,100,100,85,100,100,96,100,100,99,77,4,100,100,93,99,97,90,98,39,100,294,1.2086004202736353,-1.5924948015504052,1.2981896554096464,-0.17991765303808174,0.4877089817852818,0.46618917430439605,-0.2964966747685897,0.9801999068803064,0.4518707061994715,0.14893191743428233,0.30012876272600797,0.867279739365999,0.6523856025771995,0.16600675338607598,0.21343837676881716,1.2280031225417836,89.86105681024598
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000015.jpg,23.549061,87.043024,0.660239,0.302228,0.017535,0.073698,0.0,6.997711,-24,0.911034,0.0,0.0,0.041001,0.054695,0.0,0.0,0.004606,67.575779,0.208185,3.245959,3.705432,1.361358,3.442071,3.228752,-0.550149,13.188191,-8967.146484,0.0,55,60,88,89,100,100,100,87,36,100,100,100,89,92,100,100,100,47,2,100,100,40,100,100,100,95,31,100,330,1.1721066828753623,-0.9182525475187984,0.13471610168614967,0.6989711275393761,-0.36774059602721304,-0.3570328574484806,0.12811775424782318,1.0212217791416403,-1.8332207065234416,0.7532362027992993,0.9325563158984213,0.7827440967254311,0.10179772700034119,0.0288682560018022,0.30360629648751414,-0.8572219881636222,87.92949966278744
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000016.jpg,27.095253,4.197196,0.042388,0.272929,0.014931,0.079553,0.0,6.901974,46,0.895208,0.0,0.049057,0.066358,0.005537,0.0,0.0,0.010648,98.584688,0.280434,2.285595,2.765162,1.315936,2.259856,-6.215913,3.577683,-0.094797,-8353.023438,0.0,83,98,39,81,100,100,100,86,100,100,100,95,99,96,100,100,99,81,7,100,100,30,99,99,100,100,34,100,308,1.5679409828399777,-0.910036938942509,0.5730475012400562,0.03307862692663785,0.8137839671163207,1.0034591357578218,-0.17973970357735264,0.039154126535447704,0.4842475115141569,1.1218523470919763,0.7264911314578933,0.3584075050662059,0.012679652196557986,0.08586269971966216,0.3066520704684458,-0.236156802173717,92.23624027751247
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000017.jpg,24.164209,58.065319,0.785306,0.267662,0.015461,0.068034,0.0,6.812607,49,0.858731,0.0,0.0,0.085695,0.126662,0.0,0.0,0.029547,27.249237,0.165598,3.19396,5.199469,1.977305,4.122891,-8.836285,10.493462,13.965231,-14367.5,0.0,61,73,93,79,100,100,100,85,100,100,100,100,100,77,100,100,97,11,1,100,100,100,100,98,97,94,13,100,292,1.4078806579568586,-2.6975287300025257,0.30290110644135115,0.16564859469921392,0.6980538515304864,-0.13351841589209396,0.046305731435739746,-0.3888993842773487,-0.4909038356518812,-0.2102691441686682,0.2536083443604429,0.4762175659755623,0.19803499170458644,-0.4253678439842095,0.15269603000280005,0.5659156060122368,82.9387647685768
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000018.jpg,26.22377,80.055914,0.814815,0.364239,0.014214,0.022986,0.0,6.901824,46,0.912204,0.0,0.0,0.063881,0.07914,0.0,0.0,0.023553,83.22931,0.212723,3.412781,3.148411,1.487386,3.212122,-1.001946,0.786048,-4.482468,-14366.56445,0.0,78,63,94,96,99,100,100,86,100,100,100,100,99,88,100,100,98,66,2,100,100,71,100,100,100,99,13,100,334,1.6832042339806048,-1.4591942469031454,0.1615484296335117,0.41699000424271293,0.5012706468427424,0.5369856149702288,0.2835828996650039,0.21967598946925077,-0.12592025327103792,0.087099473911388,0.16367220835722612,0.8887500189779273,-0.14777192706629322,-0.131266272368046,0.13502117967110344,0.5713870456671459,89.31995537469354
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000019.jpg,19.844269,63.258777,0.239669,0.379496,0.03477,0.072182,0.0,7.498833,15,0.904435,0.0,0.0,0.092776,0.061056,0.0,0.0,0.023944,51.075921,0.111203,6.292908,5.881222,1.915524,7.132013,2.915664,9.057208,0.209069,9787.647461,0.0,23,70,65,97,85,100,100,94,91,100,100,100,100,91,100,100,98,28,0,100,100,99,100,100,98,100,95,100,336,1.5629239555296897,-2.558435619389641,-0.6354647565179232,0.5202208262226947,-0.9064015630786592,-0.3480862331536043,-0.030954096924241326,0.19354217760263956,-0.38383556524325585,0.1579907691590484,-3.931559228444896e-05,-0.36637528785895856,-0.38809643930469345,-0.41715766252505343,-0.3288741222072967,0.37428210318485855,80.55971857996452
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000020.jpg,22.112278,5.663542,0.525463,0.328289,0.033398,0.150125,0.0,7.41944,29,0.908332,0.0,0.0,0.059181,0.081092,0.0,0.0,0.004991,82.234677,0.369384,2.858213,3.028489,1.043824,1.663385,-1.110951,-22.790173,-6.266569,-13293.30371,0.0,42,97,82,93,87,100,100,93,97,100,100,100,98,88,100,100,100,65,33,100,100,3,20,100,85,99,16,100,289,1.1498762595023175,0.315954099029126,-0.4202715092593158,0.15828726566996046,-0.008652771672087943,0.37062150298710494,-0.8184959622154248,-0.7551142611820869,0.32283189371982196,0.7542681638402647,0.17025492854376048,-0.6506016725119442,-0.5948008888263888,-0.21055930288436187,-0.28709738305725097,-0.6914670382543707,88.39537192830409
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000021.jpg,27.858307,67.82696,0.146006,0.196558,0.016229,0.310132,0.0,6.766444,47,0.866,5.057583,0.0,0.057563,0.129575,0.0,0.0,0.009178,42.244126,0.308159,5.048584,5.427821,1.1126,2.132482,-2.899456,6.580805,5.25883,-15173.00879,0.016952,87,68,56,48,100,100,100,85,100,100,75,100,98,76,100,100,99,20,11,100,100,5,97,100,99,99,12,92,314,0.8011096298059732,-1.0545933652713912,1.071171361815765,0.1929194554206419,1.6147590549762982,-0.29538604981999095,-0.7566600517356643,-0.05256109449517498,0.45989204469662004,-0.7615155715668142,0.18501832425742568,1.1044498606663922,0.4450086163650537,0.6904506599245469,0.6415572327169031,-1.2048852275208715,88.42013966719315
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000022.jpg,25.437828,32.765441,0.550173,0.307235,0.013007,0.044569,0.0,6.86658,50,0.874022,0.0,0.0,0.100348,0.086673,0.002917,0.0,0.088471,38.804287,0.288442,5.25371,5.046668,1.294897,2.196959,-5.284455,0.032727,10.968004,3898.908203,0.0,72,84,84,90,98,100,100,86,100,100,100,100,100,87,100,100,91,17,8,100,100,26,98,99,100,96,86,100,318,1.3005257083515498,-1.6860549180687827,0.05000413102554418,-0.009181490963378813,0.7365611511127833,0.5851179998566597,-0.211490852326466,-0.39666722568367463,0.07937732845140762,0.3320934529434664,0.3522251862707672,0.6512135408654296,-0.20806109726503716,0.07235727296987375,0.11561775131223223,-1.0702514674374048,86.01115268594138
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000023.jpg,28.023624,88.252544,0.677686,0.281937,0.006476,0.023318,0.0,6.338024,46,0.911673,0.805508,0.0,0.06089,0.054091,0.0,0.0,0.006917,80.902926,0.256651,3.825866,2.397377,1.381998,2.527082,5.687499,9.298524,5.652901,-12724.00195,0.0,87,60,89,84,77,100,100,79,100,100,96,100,98,92,100,100,99,63,4,100,100,46,100,99,97,99,18,100,262,0.8976247066762814,-1.2263146047636027,1.1960690672898642,0.43234127617971296,-0.025230521506878156,0.8777422091178732,0.08748054755413937,0.23094533448372281,0.1979412755600668,-0.17298782613994235,-0.0007660543119104296,0.7632601560826698,-0.1843038095673692,0.7979499338894173,-0.2638449461548144,0.1355980133996657,88.78663947227452
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000024.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-33.14992354151157,-7.01266913262991,-0.14714424089121492,14.91591041244443,9.908465256405131,0.544802027741574,0.9964836266558862,1.628328900591736,1.8746803431969277,2.711704033076613,5.434960924171027,4.553437889259979,-3.210237074431835,-2.6209559904788446,-8.74200982603307,0.16610790334034525,0.0
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000025.jpg,25.828608,69.799871,0.176309,0.178932,0.030575,0.466534,0.0,6.846616,40,0.889319,0.0,0.361873,0.06159,0.007827,0.0,0.0,0.008585,70.177839,0.124775,5.397827,6.314439,1.440095,6.574348,-11.653124,0.648873,8.401113,13808.84473,0.0,75,67,59,40,89,100,100,86,99,100,100,64,98,96,100,100,99,50,0,100,100,60,100,96,100,98,98,100,306,0.28469408482381037,-2.041662120199495,1.33992747826477,0.9193027508170937,1.420473056180924,0.7307435989715293,2.0054638898902,0.9697426547304427,0.7117335011865853,0.853774986303033,0.5647687422134611,-1.8501813576995063,0.66093222861837,0.8319013933662645,1.095689324215916,-0.06149306510231492,89.82530251271395
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000026.jpg,22.338512,200.115816,0.128086,0.193197,0.011008,0.219591,0.0,6.643143,35,0.898272,0.0,0.0,0.097821,0.0,0.0,0.0,0.021409,38.325652,0.209557,3.402255,3.349913,1.677516,3.094446,-4.453284,6.816632,-5.299375,12788.54981,0.0,44,25,54,47,95,100,100,83,98,100,100,100,100,97,100,100,98,17,2,100,100,94,100,99,99,99,97,100,324,0.8106319482552989,-2.3471200248264843,0.894834808758493,-0.23135580423269392,-0.3285231982794973,-0.24846968771714945,1.2374412512536304,1.0582126766619988,-0.35631543054635667,-0.9203175639437557,-0.49566351423395294,0.5037061181510043,0.5957036636056707,-0.6727817439282079,-0.3135322080274972,0.1345355582728416,82.54650041195751
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000027.jpg,21.948738,10.323401,0.484912,0.434729,0.036996,0.063263,0.000718,7.435851,47,0.873801,0.0,0.0,0.086767,0.131511,0.0,0.0,0.021767,37.376138,0.215177,4.599776,3.427859,1.506744,3.174401,24.047836,16.473267,-9.971891,-13207.9541,0.0,40,95,80,99,83,100,93,93,100,100,100,100,100,76,100,100,98,16,2,100,100,74,100,83,92,97,16,100,287,1.4514639503331483,-2.5184812030107913,-0.5821841939371769,0.8342928945822434,-0.21879899342557935,0.03372478406613525,-0.7513110011100406,-1.1420041623416015,-0.14294807111843444,0.09027155765837404,0.36143087105529664,-0.29220007328894654,-0.13729443400557245,-0.03446522167292738,-0.044237399639929884,0.011424970121206286,80.84645584648902
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000028.jpg,17.874321,65.454952,0.582857,0.408488,0.037533,0.042362,0.0,7.434757,43,0.888685,0.0,0.0,0.083329,0.131904,0.0,0.0,0.064329,70.179089,0.119388,3.462607,4.702305,1.007955,7.402684,0.263959,14.777803,2.561698,-14035.88184,0.002589,12,69,85,98,82,100,100,93,99,100,100,100,100,76,100,100,94,50,0,100,100,2,100,100,93,100,14,99,308,0.8581564303374508,-1.2281337542638993,-1.0079448669610769,0.5010874162587099,-0.2754556443918182,-0.4348668717644943,-0.38789550599608796,-0.9389246862325524,-0.35723067766938693,-0.513679359244102,-0.12815323067468454,-0.5613877045370944,-0.8293145501853706,0.06591849031739598,-0.3172346679108512,-1.34067757674677,79.83916444559476
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000029.jpg,25.857676,129.200356,0.681327,0.408952,0.015692,0.014182,0.0,7.005892,46,0.922517,0.0,0.0,0.096966,0.087887,0.0,0.0,0.010017,59.158126,0.209805,3.359312,3.240548,1.390316,3.403876,4.914411,-0.709739,12.976778,-5290.925781,0.0,75,44,89,98,100,100,100,88,100,100,100,100,100,87,100,100,99,37,2,100,100,48,100,99,100,95,49,100,338,1.709975704687194,-1.427323159526585,0.012327538824248344,0.6458373261302409,0.5384525147955068,0.3757872572715052,0.6661312562842523,0.26626005382142076,-0.20318410224332137,-0.43946707704840265,-0.15854828471438764,1.0256773431972714,-0.24655473369913458,-0.07965736177397774,0.138691917028132,-0.3444624723789099,88.91480968404242
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000030.jpg,27.971113,51.183328,0.090909,0.329599,0.034524,0.138115,0.0,7.486662,25,0.934072,3.320176,0.0,0.078194,0.004722,0.0,0.0,0.01372,121.095353,0.163018,3.453801,6.197799,1.798506,4.349544,17.446111,11.240024,-7.477114,14319.16504,0.0,87,76,49,93,85,100,100,94,96,100,84,100,100,96,100,100,99,93,1,100,100,98,100,91,96,98,98,100,311,1.9408583842764833,-1.4576053077233224,0.06177805874161373,0.8053051724527467,-0.11878487752242835,0.6499240774209946,-0.570996276322922,0.9685591676773417,0.4950787926843496,0.4788378748909877,0.22260807581825953,0.7146396709706649,-0.2466880852505603,0.6572356556845808,0.2030700822228076,1.5639389778097634,91.11694538665236
C:/Users/Eddy/Downloads/images_for_ofiq_2026/all_datasets/training/000031.jpg,22.306826,184.666865,0.0891,0.239641,0.008044,0.050973,0.0,6.509848,46,0.920479,0.0,0.0,0.055813,0.084634,0.0,0.0,0.004444,114.021253,0.426019,2.350515,2.824127,1.126711,1.220603,-0.462209,6.297406,1.269759,-13027.8252,0.0,43,28,48,69,85,100,100,81,100,100,100,100,97,87,100,100,100,90,76,100,100,6,0,100,99,100,17,100,304,-0.11879661120674541,1.720057910707999,0.46520595340784326,-0.04549537316014445,-0.02313318420428462,0.18239188236822848,0.5997776603088735,0.0982943588173187,0.01741687274443021,-0.8541917600230072,-0.8260955959552607,-0.33160367283572295,-0.1766848594734093,-0.4965712800992313,-0.595049652021212,-0.05584452594754751,89.80459146740452
