Filename,UnifiedQualityScore,BackgroundUniformity,IlluminationUniformity,LuminanceMean,LuminanceVariance,UnderExposurePrevention,OverExposurePrevention,DynamicRange,Sharpness,CompressionArtifacts,NaturalColour,SingleFacePresent,EyesOpen,MouthClosed,EyesVisible,MouthOcclusionPrevention,FaceOcclusionPrevention,InterEyeDistance,HeadSize,LeftwardCropOfTheFaceImage,RightwardCropOfTheFaceImage,MarginAboveOfTheFaceImage,MarginBelowOfTheFaceImage,HeadPoseYaw,HeadPosePitch,HeadPoseRoll,ExpressionNeutrality,NoHeadCoverings,UnifiedQualityScore.scalar,BackgroundUniformity.scalar,IlluminationUniformity.scalar,LuminanceMean.scalar,LuminanceVariance.scalar,UnderExposurePrevention.scalar,OverExposurePrevention.scalar,DynamicRange.scalar,Sharpness.scalar,CompressionArtifacts.scalar,NaturalColour.scalar,SingleFacePresent.scalar,EyesOpen.scalar,MouthClosed.scalar,EyesVisible.scalar,MouthOcclusionPrevention.scalar,FaceOcclusionPrevention.scalar,InterEyeDistance.scalar,HeadSize.scalar,LeftwardCropOfTheFaceImage.scalar,RightwardCropOfTheFaceImage.scalar,MarginAboveOfTheFaceImage.scalar,MarginBelowOfTheFaceImage.scalar,HeadPoseYaw.scalar,HeadPosePitch.scalar,HeadPoseRoll.scalar,ExpressionNeutrality.scalar,NoHeadCoverings.scalar,assessment_time_in_ms,brightness_group_pc1,brightness_group_pc2,occlusion_group_pc1,occlusion_group_pc2,margin_group_pc1,margin_group_pc2,brightness_group_pc1_scaled,brightness_group_pc2_scaled,occlusion_group_pc1_scaled,occlusion_group_pc2_scaled,margin_group_pc1_scaled,margin_group_pc2_scaled
C:/Users/Eddy/Downloads/images_for_ofiq_2026/FlickrFacesHQ/test/02010.png,20.513321,12.174174,0.271809,0.203279,0.015836,0.189638,0.0,6.841379,44,0.974858,0.0,0.0,0.118475,0.072538,0.072512,0.0,0.101833,253.09272,0.444478,2.517708,2.529565,1.081003,1.168889,-1.483355,-11.716443,0.09346,-3648.008057,0.0,28,94,68,52,100,100,100,86,99,100,100,100,100,89,93,100,90,100,94,100,100,4,0,100,96,100,57,100,310,14.528315277407646,-13.89029634356719,1.0437777600407894,-0.17956626959505617,-21.25046853784242,5.051851417193304,0.43558108502191456,0.03464211252378202,0.08823082461135953,0.04901612840514154,0.047417741065165775,0.32855007883971454
C:/Users/Eddy/Downloads/images_for_ofiq_2026/FlickrFacesHQ/test/02011.png,24.62627,15.891388,0.385802,0.073702,0.003167,0.761153,1.7e-05,5.430408,39,0.987823,0.0,0.038384,0.082208,0.003284,0.0,0.0,0.00265,257.650623,0.42056,2.521264,2.517319,1.136896,1.243843,10.36734,-5.351533,0.165549,10988.94238,0.0,65,92,75,7,48,95,100,68,99,100,100,96,100,96,100,100,100,100,71,100,100,7,0,97,99,100,96,100,301,66.0071600323614,34.589506966567065,-8.461325280915837,-2.231499865500439,1.107044739233275,-1.1238637444004551,0.9073108389409131,0.5639220376591659,3.655866183407963e-06,0.030265975956707408,0.22663906265642333,0.2613106236882464
C:/Users/Eddy/Downloads/images_for_ofiq_2026/FlickrFacesHQ/test/02012.png,19.755262,45.555579,0.4864,0.246155,0.010239,0.023413,0.0,6.6453,-27,0.994055,0.0,0.0,0.049591,0.077244,0.090249,0.000616,0.04594,288.87377,0.427797,3.379924,3.48914,1.091185,1.246416,-52.970238,22.951863,11.496779,-7980.587402,0.0,22,78,81,72,93,100,100,83,30,100,100,100,95,89,91,100,95,100,78,100,100,4,0,36,85,96,36,100,304,-3.9176141131960933,-5.222520078175133,1.574215238519342,-1.6140237684540262,-6.493032431503327,-1.1143816809967058,0.2665506070914752,0.12927285892942914,0.09315439006044939,0.03590834712114845,0.16571565593159826,0.26141386173603476
C:/Users/Eddy/Downloads/images_for_ofiq_2026/FlickrFacesHQ/test/02013.png,20.651047,59.046752,0.382031,0.46804,0.05332,0.067663,0.0,7.754183,-20,0.998226,0.0,0.0,0.091129,0.088049,0.0,0.0,0.003518,257.522144,0.388191,2.50148,2.513242,1.251853,1.327418,-7.946975,5.681895,1.172714,-11830.11719,0.0,29,72,75,99,68,100,100,97,44,100,100,100,100,87,100,100,100,100,45,100,100,19,1,98,99,100,20,100,312,-31.12124738301343,21.630216182907528,-8.461325280915837,-2.231499865500439,29.725529338169206,-0.17075715343660636,0.017268338051458887,0.42243853344805954,3.655866183407963e-06,0.030265975956707408,0.4560493091447669,0.2716877810215752
C:/Users/Eddy/Downloads/images_for_ofiq_2026/FlickrFacesHQ/test/02014.png,19.198065,39.24289,0.597222,0.143722,0.004636,0.217894,0.0,6.010548,-28,0.988928,0.0,0.0,0.089603,0.027372,0.049941,0.003927,0.033458,258.702507,0.406788,3.370114,3.287243,1.177718,1.283472,-45.600588,12.32997,6.869305,2250.878906,0.077054,19,81,86,24,63,100,100,75,29,100,100,100,100,95,95,100,97,100,59,100,100,10,1,49,95,99,81,66,303,46.876489971779016,20.899151235159735,-2.8242183509970475,-1.8313057926612262,13.381676122482748,-2.840037943683489,0.7320056951883299,0.41445710666013014,0.05232775821389369,0.03392286811426483,0.3250344267243558,0.2426254001820803
C:/Users/Eddy/Downloads/images_for_ofiq_2026/FlickrFacesHQ/test/02015.png,27.283127,279.396609,0.539352,0.313426,0.019228,0.054141,0.0,7.079365,-18,0.996024,0.0,0.0,0.099607,0.11995,0.041261,0.0,0.047736,248.323647,0.407395,2.59341,2.569021,1.191353,1.263266,7.83052,6.934528,0.306635,-14993.54981,0.0,84,12,83,91,99,100,100,88,47,100,100,100,100,79,96,100,95,100,60,100,100,11,0,98,99,100,12,100,296,-23.928510430440493,-9.743016475387401,-3.2285020332596273,-1.2426685858119546,12.777713894625734,-1.7788224433335798,0.08317945258389625,0.07992018356098081,0.04857516294983309,0.039301715357308475,0.3201929710881102,0.254179617009562
C:/Users/Eddy/Downloads/images_for_ofiq_2026/FlickrFacesHQ/test/02016.png,19.007149,328.360549,0.751543,0.077637,0.005017,0.57081,2.9e-05,5.513909,23,0.986041,0.0,0.0,0.077482,0.10731,1.0,0.0,0.3792,308.744832,0.500604,2.239151,2.127357,0.925568,1.073971,9.915336,2.137379,-1.557595,-12100.8877,0.0,18,8,92,8,66,100,100,69,95,100,100,100,100,82,0,100,62,100,53,100,100,1,0,97,100,100,19,100,300,63.45745845759664,16.71577445559069,98.16195582443461,0.11435371775440537,15.421762610438243,-13.43736581397298,0.8839464821423871,0.36878494634753756,0.9896899510816999,0.05170190955392797,0.341388078939638,0.1272446655764635
C:/Users/Eddy/Downloads/images_for_ofiq_2026/FlickrFacesHQ/test/02017.png,25.001562,162.684426,0.663258,0.185742,0.0232,0.406235,0.0,6.854454,-30,0.99335,0.0,0.0,0.06293,0.102584,0.0,0.0,0.003009,256.338026,0.418974,2.515318,2.484072,1.156099,1.230686,2.803407,-3.21453,1.017504,-15567.5752,0.0,68,34,88,43,97,100,100,86,25,100,100,100,99,84,100,100,100,100,70,100,100,8,0,100,100,100,11,100,312,23.56102675719897,-11.636790802378183,-8.461325280915837,-2.231499865500439,2.410617453950552,-0.6131716740192038,0.5183529262290396,0.05924483701304084,3.655866183407963e-06,0.030265975956707408,0.237088705325829,0.2668708957642903
C:/Users/Eddy/Downloads/images_for_ofiq_2026/FlickrFacesHQ/test/02018.png,21.171577,194.933774,0.224059,0.191614,0.02757,0.469015,1.8e-05,6.815492,22,0.993483,0.0,0.0,0.077096,0.101431,0.003792,0.0,0.022195,272.544646,0.468511,2.469158,2.469158,1.017186,1.117237,-17.445917,-1.87574,-2.003817,-12983.36621,0.044171,33,26,64,46,93,100,100,85,94,100,100,100,100,84,100,100,98,100,82,100,100,2,0,91,100,100,17,80,308,21.12640474211532,-7.386561912813946,-7.905065508822624,-1.7171336951795828,-10.94485737423027,-1.3649866844854563,0.49604310848685595,0.1056468575428262,0.005166906024246062,0.03496614955251904,0.13002913123448284,0.258685344721907
C:/Users/Eddy/Downloads/images_for_ofiq_2026/FlickrFacesHQ/test/02019.png,18.940758,112.043393,0.57551,0.097257,0.009525,0.511713,0.0,5.851506,5,0.985752,0.0,0.0,0.072602,0.002123,1.0,0.0,0.287852,252.990332,0.459967,2.589735,2.553317,1.031838,1.14224,12.356815,2.305233,0.586908,-5375.227051,0.0,17,50,85,11,91,100,100,73,83,100,100,100,99,96,0,100,71,100,90,100,100,2,0,95,100,100,48,100,298,57.8351794414555,-8.026861230190143,95.65878685001515,-2.2002940486894493,-18.323575427399813,1.718129864609549,0.8324263614137069,0.09865636765578766,0.9664553253704179,0.030551128372775627,0.07088017380126665,0.2922534532737469
C:/Users/Eddy/Downloads/images_for_ofiq_2026/FlickrFacesHQ/test/02020.png,24.607071,152.476551,0.434444,0.189741,0.009206,0.199594,0.0,6.600642,46,0.978185,0.0,0.0,0.026903,0.02016,0.0,0.0,0.013366,243.513388,0.505732,2.712784,2.661518,0.924943,1.052388,16.002716,-2.247117,0.403425,-14811.7002,0.0,65,37,78,45,90,100,100,83,100,100,100,100,67,95,100,100,99,100,49,100,100,1,0,92,100,100,12,100,292,22.721148410942572,-4.440819792921428,-8.183195394869232,-1.9743167803400112,19.111121637023018,-14.978924088520483,0.5106566461845403,0.13780709876143976,0.0025852809452147213,0.03261606275461322,0.3709625576562462,0.11046061130054355
C:/Users/Eddy/Downloads/images_for_ofiq_2026/FlickrFacesHQ/test/02021.png,22.361061,281.948893,0.522461,0.265445,0.034408,0.2595,0.0,7.248034,-42,0.989305,0.0,0.0,0.054992,0.141564,0.0,0.0,0.00931,244.948348,0.441549,2.59662,2.617195,1.090385,1.174431,7.216082,19.65964,-1.852247,-11674.3457,0.000702,44,12,82,79,85,100,100,91,8,100,100,100,97,73,100,100,99,100,92,100,100,4,0,98,89,100,21,100,304,-11.699690911778731,3.169200112621766,-8.183195394869232,-1.9743167803400112,-19.40578902455003,4.281072279919554,0.1952390384141133,0.22088975361706914,0.0025852809452147213,0.03261606275461322,0.06220498042346986,0.3201580517017546
C:/Users/Eddy/Downloads/images_for_ofiq_2026/FlickrFacesHQ/test/02022.png,24.512419,68.88622,0.68287,0.204996,0.020087,0.204427,0.0,6.824985,-6,0.996529,0.0,0.0,0.139739,0.07747,0.0,0.0,0.000631,250.879938,0.392603,2.566802,2.578947,1.226273,1.320793,10.089702,4.156917,-0.863919,1152.8927,0.0,64,68,89,52,99,100,100,85,69,100,100,100,100,89,100,100,100,100,48,100,100,15,1,97,99,100,77,100,308,14.79834914543091,-12.874776499148837,-8.461325280915837,-2.231499865500439,25.43357823594629,-2.598915003598485,0.438055557996566,0.04572908545947635,3.655866183407963e-06,0.030265975956707408,0.42164435814629625,0.24525067914841975
C:/Users/Eddy/Downloads/images_for_ofiq_2026/FlickrFacesHQ/test/02023.png,20.170259,56.953685,0.307755,0.176944,0.035371,0.448898,0.0,6.803221,20,0.988319,0.0,0.0,0.093057,0.002233,0.069348,0.0,0.13115,263.378359,0.437274,2.501775,2.482321,1.099967,1.189395,-12.617784,-0.804755,-0.706101,-8943.118164,0.536403,25,73,70,39,84,100,100,85,94,100,100,100,100,96,93,100,87,100,87,100,100,5,0,95,100,100,31,1,298,28.66226024332555,1.0092938840145365,1.8781674181806103,0.5919829858862288,-14.41285728324798,3.250206075753302,0.565098412234964,0.19730890285198963,0.09597569984845353,0.05606638879885899,0.10222910180948364,0.3089342695018785
C:/Users/Eddy/Downloads/images_for_ofiq_2026/FlickrFacesHQ/test/02024.png,22.397848,48.302666,0.356481,0.310543,0.014695,0.034114,0.0,6.907757,31,0.998739,2.51951,0.0,0.089049,0.075397,0.185484,0.0,0.072669,251.75494,0.38116,2.50988,2.56964,1.255354,1.36808,-4.414773,-6.173944,-1.58627,-13631.57617,0.0,44,77,73,90,100,100,100,86,97,100,87,100,100,89,81,100,93,100,40,100,100,19,1,99,99,100,15,100,294,-22.640014705103425,-10.783151914370434,11.735909554170496,-1.8423679634173131,34.33722812140017,-2.0977049966209846,0.09498666726270752,0.06856446902241713,0.18747609443974464,0.03382178424464004,0.49301740754052703,0.2507077131766753
C:/Users/Eddy/Downloads/images_for_ofiq_2026/FlickrFacesHQ/test/02025.png,28.068048,49.331413,0.798898,0.141143,0.019538,0.493107,3.7e-05,6.555548,50,0.959403,0.0,0.0,0.059345,0.084765,0.058879,0.0,0.088666,260.049056,0.496597,2.480311,2.457238,0.974379,1.041306,-0.157552,3.059891,-0.944101,-12571.37598,0.0,88,77,93,24,99,100,100,82,100,100,100,100,98,87,94,100,91,100,57,100,100,1,0,100,100,100,18,100,297,42.76595530531227,-15.107099977616476,-0.19489558036161164,-0.36247831822707005,11.732403583853474,-11.895807539425476,0.694338542478939,0.021357616870734675,0.07673335411020493,0.04734471525446773,0.31181360022302995,0.14402871985238347
C:/Users/Eddy/Downloads/images_for_ofiq_2026/FlickrFacesHQ/test/02026.png,25.333916,45.253919,0.516602,0.174863,0.005261,0.144916,0.0,6.20617,31,0.994028,0.0,0.0,0.045034,0.102842,0.0,0.0,0.011122,259.344619,0.504079,2.54509,2.533141,0.945436,1.03843,14.510742,10.857262,-0.022647,-13338.75391,0.287423,71,78,82,38,68,100,100,78,97,100,100,100,92,83,100,100,99,100,51,100,100,1,0,94,96,100,16,12,311,32.219669139249525,17.004390343749915,-8.183195394869232,-1.9743167803400112,17.266442123730634,-14.208144951246727,0.5976969608436522,0.3719359202634293,0.0025852809452147213,0.03261606275461322,0.35617531829794213,0.11885263843850358
C:/Users/Eddy/Downloads/images_for_ofiq_2026/FlickrFacesHQ/test/02027.png,24.980314,60.833946,0.473465,0.354159,0.016102,0.028559,0.0,7.030265,35,0.992928,0.0,0.0,0.067613,0.06703,0.0,0.0,0.052088,249.57543,0.434638,2.824402,2.766121,1.08863,1.214588,26.6527,13.904271,-5.254956,-10299.31152,0.0,68,71,80,96,100,100,100,88,98,100,100,100,99,90,100,100,95,100,85,100,100,4,0,80,94,99,26,100,300,-28.895642150853973,-10.330651071790927,-7.070675850682803,-0.9455844396982975,-12.949410728026681,1.5833452994614232,0.037662816860861204,0.07350466258203321,0.012911781261340058,0.04201640994623649,0.11396031817753405,0.2907859567188947
C:/Users/Eddy/Downloads/images_for_ofiq_2026/FlickrFacesHQ/test/02028.png,24.098007,106.559341,0.485556,0.307813,0.013152,0.045282,0.0,6.741626,-24,0.990383,1.601268,0.0,0.050462,0.103958,0.0,0.0,0.027764,266.184249,0.473059,2.569583,2.577689,1.012576,1.103501,-22.039665,18.931409,0.904358,-13951.16992,0.0,60,52,81,90,98,100,100,84,36,100,92,100,95,83,100,100,97,100,77,100,100,2,0,86,89,100,14,100,299,-22.099946969056905,-8.752112225533732,-7.626935622776015,-1.4599506100191544,-6.333158590999304,-3.2919345276698353,0.0999356132120103,0.09073841489380573,0.007748531103277417,0.03731623635042486,0.166997229630243,0.23770527687700707
C:/Users/Eddy/Downloads/images_for_ofiq_2026/FlickrFacesHQ/test/02029.png,17.903261,126.805434,0.426939,0.317185,0.034315,0.127657,0.0,7.333828,18,0.993966,0.391361,0.0,0.08964,0.129786,0.000992,0.0,0.105713,258.523186,0.429484,2.49178,2.476279,1.11088,1.220147,-3.472825,5.030904,1.112156,756.637756,0.286071,12,45,77,91,86,100,100,92,93,100,98,100,100,76,100,100,89,100,80,100,100,5,0,100,99,100,76,12,309,-23.70709214270023,3.134883772160286,-5.4018965344031615,0.5975140712642725,-7.956478986724631,0.5524790952951717,0.08520843351550175,0.22051510378620698,0.028401531735528042,0.05611693073367139,0.15398443956354782,0.2795621745190186
C:/Users/Eddy/Downloads/images_for_ofiq_2026/FlickrFacesHQ/test/02030.png,26.367029,83.756186,0.016649,0.396133,0.034768,0.030154,0.0,7.467484,48,0.991763,0.0,0.0,0.077542,0.065982,0.0,0.0,0.014175,255.496182,0.464746,2.604916,2.609031,1.028651,1.125416,17.992198,8.499333,0.150132,-15622.39453,0.0,78,61,29,98,85,100,100,93,100,100,100,100,100,90,100,100,99,100,85,100,100,2,0,90,98,100,11,100,295,-30.6707996673357,4.684671417821217,-8.183195394869232,-1.9743167803400112,-13.711876644168848,-0.2088179785748293,0.021396045094643545,0.23743496387358673,0.0025852809452147213,0.03261606275461322,0.10784827219702678,0.271273385428847
C:/Users/Eddy/Downloads/images_for_ofiq_2026/FlickrFacesHQ/test/02031.png,21.440746,62.170171,0.522498,0.492658,0.040464,0.026945,0.0,7.517087,-32,0.996524,0.0,0.0,0.059253,0.109894,0.0,0.0,0.076448,262.920849,0.435795,2.577295,2.533136,1.090144,1.206785,-18.661189,-5.645722,-1.618649,-12101.83984,0.0,35,71,82,100,79,100,100,94,22,100,100,100,98,82,100,100,92,100,86,100,100,4,0,90,99,100,19,100,312,-32.36112752806749,10.807971218761224,-6.236286192542981,-0.17403518421701256,-13.871750484672868,1.9687348680982986,0.005906615415693595,0.30428630069709134,0.02065665649843406,0.04906667033995394,0.10656669849838207,0.29498197028787465
C:/Users/Eddy/Downloads/images_for_ofiq_2026/FlickrFacesHQ/test/02032.png,19.603117,37.87474,0.353186,0.367261,0.02101,0.034666,0.0,7.201756,14,0.994335,0.0,0.0,0.094156,0.006908,0.0,0.604548,0.161383,254.75162,0.282749,2.545672,2.565748,1.695248,1.847474,-12.144626,16.031007,2.984312,-1924.004517,0.0,21,82,73,97,98,100,100,90,90,100,100,100,100,96,100,40,84,100,7,100,100,95,62,96,92,100,65,100,303,-30.107575890318493,-8.294046243089008,-4.023062983089732,59.6936917852215,97.58232609032308,66.72224194935052,0.02655718293676823,0.0957393660598912,0.04119998114518295,0.5961258001569233,1.0,1.0
C:/Users/Eddy/Downloads/images_for_ofiq_2026/FlickrFacesHQ/test/02033.png,17.781506,69.400841,0.417959,0.096842,0.006387,0.559608,0.0,5.838058,-11,0.984401,0.0,0.0,0.073348,0.053186,0.441034,0.0,0.269963,295.997337,0.504187,2.258825,2.208027,0.862711,1.122494,3.972155,14.171538,-1.648335,2127.534912,0.11912,12,68,77,11,76,100,100,73,60,100,100,100,100,92,56,100,73,100,51,100,100,0,0,100,94,100,81,49,305,58.98360922954373,6.920179615593175,41.31209363399748,1.444517826580895,16.885209165659546,-15.104226590264858,0.8429500727344815,0.2618412017452024,0.46200473157345273,0.06385667902195624,0.3531192953076885,0.10909635279347968
C:/Users/Eddy/Downloads/images_for_ofiq_2026/FlickrFacesHQ/test/02034.png,20.175926,32.516718,0.016436,0.299756,0.051358,0.162345,0.0,7.385476,-17,0.999731,0.0,0.0,0.082474,0.052302,0.0,0.0,0.022001,260.129778,0.41458,2.544236,2.512532,1.162655,1.252271,14.061521,7.775099,-0.172276,-3012.649414,0.0,25,84,29,88,70,100,100,92,49,100,100,100,100,92,100,100,98,100,66,100,100,9,0,94,98,100,60,100,306,-19.547758528014896,18.833093131673273,-7.905065508822624,-1.7171336951795828,6.481209438606408,-1.2586483095485794,0.12332275857198471,0.39190084603870806,0.005166906024246062,0.03496614955251904,0.26971920703269076,0.2598431271333942
